a7a6 node 1619, Score 0, alpha 0, beta 25
a7a5 node 1620, Score 0, alpha 0, beta 25
b7b6 node 1621, Score 0, alpha 0, beta 25
b7b5 node 1622, Score 0, alpha 0, beta 25
d7d6 node 1623, Score 15, alpha 0, beta 25
d7d5 node 1624, Score 25, alpha 15, beta 25
	a2a4 node 1624, Score -25, alpha -25, beta 0
a7a6 node 1626, Score 0, alpha 0, beta 25
a7a5 node 1627, Score 0, alpha 0, beta 25
b7b6 node 1628, Score 0, alpha 0, beta 25
b7b5 node 1629, Score 0, alpha 0, beta 25
d7d6 node 1630, Score 15, alpha 0, beta 25
d7d5 node 1631, Score 25, alpha 15, beta 25
	b2b3 node 1631, Score -25, alpha -25, beta 0
a7a6 node 1633, Score 0, alpha 0, beta 25
a7a5 node 1634, Score 0, alpha 0, beta 25
b7b6 node 1635, Score 0, alpha 0, beta 25
b7b5 node 1636, Score 0, alpha 0, beta 25
d7d6 node 1637, Score 15, alpha 0, beta 25
d7d5 node 1638, Score 25, alpha 15, beta 25
	b2b4 node 1638, Score -25, alpha -25, beta 0
a7a6 node 1640, Score 0, alpha 0, beta 25
a7a5 node 1641, Score 0, alpha 0, beta 25
b7b6 node 1642, Score 0, alpha 0, beta 25
b7b5 node 1643, Score 0, alpha 0, beta 25
d7d6 node 1644, Score 5, alpha 0, beta 25
d7d5 node 1645, Score 20, alpha 5, beta 25
e7e6 node 1646, Score 20, alpha 20, beta 25
e7e5 node 1647, Score 20, alpha 20, beta 25
f7f6 node 1648, Score 20, alpha 20, beta 25
f7f5 node 1649, Score 20, alpha 20, beta 25
g7g6 node 1650, Score 20, alpha 20, beta 25
g7g5 node 1651, Score 20, alpha 20, beta 25
h7h6 node 1652, Score 20, alpha 20, beta 25
h7h5 node 1653, Score 20, alpha 20, beta 25
c6e5 node 1654, Score 20, alpha 20, beta 25
c6d4 node 1656, Score 20, alpha 20, beta 25
c6b4 node 1657, Score 20, alpha 20, beta 25
c6a5 node 1658, Score 20, alpha 20, beta 25
c6b8 node 1659, Score 20, alpha 20, beta 25
g8h6 node 1660, Score 20, alpha 20, beta 25
g8f6 node 1661, Score 20, alpha 20, beta 25
a8b8 node 1662, Score 20, alpha 20, beta 25
Store pv move d7d5 at 65534
	c2c3 node 1662, Score -20, alpha -25, beta 0
a7a6 node 1664, Score 0, alpha 0, beta 20
a7a5 node 1665, Score 0, alpha 0, beta 20
b7b6 node 1666, Score 0, alpha 0, beta 20
b7b5 node 1667, Score 0, alpha 0, beta 20
d7d6 node 1668, Score 0, alpha 0, beta 20
d7d5 node 1674, Score 10, alpha 0, beta 20
e7e6 node 1675, Score 10, alpha 10, beta 20
e7e5 node 1676, Score 10, alpha 10, beta 20
f7f6 node 1677, Score 10, alpha 10, beta 20
f7f5 node 1678, Score 10, alpha 10, beta 20
g7g6 node 1679, Score 10, alpha 10, beta 20
g7g5 node 1680, Score 10, alpha 10, beta 20
h7h6 node 1681, Score 10, alpha 10, beta 20
h7h5 node 1682, Score 10, alpha 10, beta 20
c6e5 node 1683, Score 10, alpha 10, beta 20
c6d4 node 1685, Score 10, alpha 10, beta 20
c6b4 node 1686, Score 10, alpha 10, beta 20
c6a5 node 1687, Score 10, alpha 10, beta 20
c6b8 node 1688, Score 10, alpha 10, beta 20
g8h6 node 1689, Score 10, alpha 10, beta 20
g8f6 node 1690, Score 10, alpha 10, beta 20
a8b8 node 1691, Score 10, alpha 10, beta 20
Store pv move d7d5 at 65534
	c2c4 node 1691, Score -10, alpha -20, beta 0
a7a6 node 1693, Score 0, alpha 0, beta 10
a7a5 node 1694, Score 0, alpha 0, beta 10
b7b6 node 1695, Score 0, alpha 0, beta 10
b7b5 node 1696, Score 0, alpha 0, beta 10
d7d6 node 1697, Score 0, alpha 0, beta 10
d7d5 node 1698, Score 5, alpha 0, beta 10
e7e6 node 1699, Score 5, alpha 5, beta 10
e7e5 node 1700, Score 5, alpha 5, beta 10
f7f6 node 1701, Score 5, alpha 5, beta 10
f7f5 node 1702, Score 5, alpha 5, beta 10
g7g6 node 1703, Score 5, alpha 5, beta 10
g7g5 node 1704, Score 5, alpha 5, beta 10
h7h6 node 1705, Score 5, alpha 5, beta 10
h7h5 node 1706, Score 5, alpha 5, beta 10
c6e5 node 1707, Score 5, alpha 5, beta 10
c6d4 node 1709, Score 5, alpha 5, beta 10
c6b4 node 1710, Score 5, alpha 5, beta 10
c6a5 node 1711, Score 5, alpha 5, beta 10
c6b8 node 1712, Score 5, alpha 5, beta 10
g8h6 node 1713, Score 5, alpha 5, beta 10
g8f6 node 1714, Score 5, alpha 5, beta 10
a8b8 node 1715, Score 5, alpha 5, beta 10
Store pv move d7d5 at 65534
	e2e3 node 1715, Score -5, alpha -10, beta 0
a7a6 node 1717, Score 0, alpha 0, beta 5
a7a5 node 1718, Score 0, alpha 0, beta 5
b7b6 node 1719, Score 0, alpha 0, beta 5
b7b5 node 1720, Score 0, alpha 0, beta 5
d7d6 node 1721, Score 0, alpha 0, beta 5
d7d5 node 1722, Score 0, alpha 0, beta 5
e7e6 node 1723, Score 0, alpha 0, beta 5
e7e5 node 1724, Score 0, alpha 0, beta 5
f7f6 node 1725, Score 0, alpha 0, beta 5
f7f5 node 1726, Score 0, alpha 0, beta 5
g7g6 node 1727, Score 0, alpha 0, beta 5
g7g5 node 1728, Score 0, alpha 0, beta 5
h7h6 node 1729, Score 0, alpha 0, beta 5
h7h5 node 1730, Score 0, alpha 0, beta 5
c6e5 node 1731, Score 0, alpha 0, beta 5
c6d4 node 1733, Score 0, alpha 0, beta 5
c6b4 node 1734, Score 0, alpha 0, beta 5
c6a5 node 1735, Score 0, alpha 0, beta 5
c6b8 node 1736, Score 0, alpha 0, beta 5
g8h6 node 1737, Score 0, alpha 0, beta 5
g8f6 node 1738, Score 0, alpha 0, beta 5
a8b8 node 1739, Score 0, alpha 0, beta 5
	e2e4 node 1739, Score 0, alpha -5, beta 0
		b8c6 node 1739, Score 0, alpha 0, beta 30000
b7b6 node 1742, Score 0, alpha 0, beta 30000
b7b5 node 1743, Score 0, alpha 0, beta 30000
c7c6 node 1744, Score 0, alpha 0, beta 30000
c7c5 node 1745, Score 0, alpha 0, beta 30000
d7d6 node 1746, Score 0, alpha 0, beta 30000
d7d5 node 1747, Score 15, alpha 0, beta 30000
e7e6 node 1748, Score 15, alpha 15, beta 30000
e7e5 node 1749, Score 15, alpha 15, beta 30000
f7f6 node 1750, Score 15, alpha 15, beta 30000
f7f5 node 1751, Score 15, alpha 15, beta 30000
g7g6 node 1752, Score 15, alpha 15, beta 30000
g7g5 node 1753, Score 15, alpha 15, beta 30000
h7h6 node 1754, Score 15, alpha 15, beta 30000
h7h5 node 1755, Score 15, alpha 15, beta 30000
a6c5 node 1756, Score 15, alpha 15, beta 30000
a6b4 node 1757, Score 15, alpha 15, beta 30000
a6b8 node 1758, Score 15, alpha 15, beta 30000
g8h6 node 1759, Score 15, alpha 15, beta 30000
g8f6 node 1760, Score 15, alpha 15, beta 30000
a8b8 node 1761, Score 15, alpha 15, beta 30000
Store pv move d7d5 at 65534
	a2a3 node 1761, Score -15, alpha -30000, beta 0
b7b6 node 1763, Score 0, alpha 0, beta 15
b7b5 node 1764, Score 0, alpha 0, beta 15
c7c6 node 1765, Score 0, alpha 0, beta 15
c7c5 node 1766, Score 0, alpha 0, beta 15
d7d6 node 1767, Score 5, alpha 0, beta 15
d7d5 node 1768, Score 15, alpha 5, beta 15
	a2a4 node 1768, Score -15, alpha -15, beta 0
b7b6 node 1770, Score 0, alpha 0, beta 15
b7b5 node 1771, Score 0, alpha 0, beta 15
c7c6 node 1772, Score 0, alpha 0, beta 15
c7c5 node 1773, Score 0, alpha 0, beta 15
d7d6 node 1774, Score 5, alpha 0, beta 15
d7d5 node 1775, Score 15, alpha 5, beta 15
	b2b3 node 1775, Score -15, alpha -15, beta 0
b7b6 node 1777, Score 0, alpha 0, beta 15
b7b5 node 1778, Score 0, alpha 0, beta 15
c7c6 node 1779, Score 0, alpha 0, beta 15
c7c5 node 1780, Score 0, alpha 0, beta 15
d7d6 node 1781, Score 5, alpha 0, beta 15
d7d5 node 1782, Score 15, alpha 5, beta 15
	b2b4 node 1782, Score -15, alpha -15, beta 0
b7b6 node 1784, Score 0, alpha 0, beta 15
b7b5 node 1785, Score 0, alpha 0, beta 15
c7c6 node 1786, Score 0, alpha 0, beta 15
c7c5 node 1787, Score 0, alpha 0, beta 15
d7d6 node 1788, Score 0, alpha 0, beta 15
d7d5 node 1789, Score 10, alpha 0, beta 15
e7e6 node 1790, Score 10, alpha 10, beta 15
e7e5 node 1791, Score 10, alpha 10, beta 15
f7f6 node 1792, Score 10, alpha 10, beta 15
f7f5 node 1793, Score 10, alpha 10, beta 15
g7g6 node 1794, Score 10, alpha 10, beta 15
g7g5 node 1795, Score 10, alpha 10, beta 15
h7h6 node 1796, Score 10, alpha 10, beta 15
h7h5 node 1797, Score 10, alpha 10, beta 15
a6c5 node 1798, Score 10, alpha 10, beta 15
a6b4 node 1799, Score 10, alpha 10, beta 15
a6b8 node 1800, Score 10, alpha 10, beta 15
g8h6 node 1801, Score 10, alpha 10, beta 15
g8f6 node 1802, Score 10, alpha 10, beta 15
a8b8 node 1803, Score 10, alpha 10, beta 15
Store pv move d7d5 at 65534
	c2c3 node 1803, Score -10, alpha -15, beta 0
b7b6 node 1805, Score 0, alpha 0, beta 10
b7b5 node 1806, Score 0, alpha 0, beta 10
c7c6 node 1807, Score 0, alpha 0, beta 10
c7c5 node 1808, Score 0, alpha 0, beta 10
d7d6 node 1809, Score 0, alpha 0, beta 10
d7d5 node 1810, Score 0, alpha 0, beta 10
e7e6 node 1811, Score 0, alpha 0, beta 10
e7e5 node 1812, Score 0, alpha 0, beta 10
f7f6 node 1813, Score 0, alpha 0, beta 10
f7f5 node 1814, Score 0, alpha 0, beta 10
g7g6 node 1815, Score 0, alpha 0, beta 10
g7g5 node 1816, Score 0, alpha 0, beta 10
h7h6 node 1817, Score 0, alpha 0, beta 10
h7h5 node 1818, Score 0, alpha 0, beta 10
a6c5 node 1819, Score 0, alpha 0, beta 10
a6b4 node 1820, Score 0, alpha 0, beta 10
a6b8 node 1821, Score 0, alpha 0, beta 10
g8h6 node 1822, Score 0, alpha 0, beta 10
g8f6 node 1823, Score 0, alpha 0, beta 10
a8b8 node 1824, Score 0, alpha 0, beta 10
	c2c4 node 1824, Score 0, alpha -10, beta 0
		b8a6 node 1824, Score 0, alpha 0, beta 30000
a7a6 node 1827, Score 0, alpha 0, beta 30000
a7a5 node 1828, Score 0, alpha 0, beta 30000
b7b6 node 1829, Score 0, alpha 0, beta 30000
b7b5 node 1830, Score 0, alpha 0, beta 30000
c7c6 node 1831, Score 0, alpha 0, beta 30000
c7c5 node 1832, Score 0, alpha 0, beta 30000
d7d6 node 1833, Score 0, alpha 0, beta 30000
d7d5 node 1836, Score 0, alpha 0, beta 30000
e7e6 node 1837, Score 0, alpha 0, beta 30000
e7e5 node 1842, Score 0, alpha 0, beta 30000
f7f6 node 1843, Score 0, alpha 0, beta 30000
f7f5 node 1844, Score 0, alpha 0, beta 30000
g7g6 node 1845, Score 0, alpha 0, beta 30000
g7g5 node 1846, Score 0, alpha 0, beta 30000
h6g4 node 1847, Score 0, alpha 0, beta 30000
h6f5 node 1848, Score 0, alpha 0, beta 30000
h6g8 node 1849, Score 0, alpha 0, beta 30000
b8c6 node 1853, Score 0, alpha 0, beta 30000
b8a6 node 1854, Score 0, alpha 0, beta 30000
h8g8 node 1855, Score 0, alpha 0, beta 30000
	a2a3 node 1855, Score 0, alpha -30000, beta 0
		g8h6 node 1855, Score 0, alpha 0, beta 30000
a7a6 node 1858, Score 0, alpha 0, beta 30000
a7a5 node 1859, Score 0, alpha 0, beta 30000
b7b6 node 1860, Score 0, alpha 0, beta 30000
b7b5 node 1861, Score 0, alpha 0, beta 30000
c7c6 node 1862, Score 0, alpha 0, beta 30000
c7c5 node 1864, Score 0, alpha 0, beta 30000
d7d6 node 1865, Score 10, alpha 0, beta 30000
d7d5 node 1866, Score 25, alpha 10, beta 30000
e7e6 node 1867, Score 25, alpha 25, beta 30000
e7e5 node 1868, Score 25, alpha 25, beta 30000
g7g6 node 1869, Score 25, alpha 25, beta 30000
g7g5 node 1870, Score 25, alpha 25, beta 30000
h7h6 node 1871, Score 25, alpha 25, beta 30000
h7h5 node 1872, Score 25, alpha 25, beta 30000
f6h5 node 1873, Score 25, alpha 25, beta 30000
f6g4 node 1874, Score 25, alpha 25, beta 30000
f6e4 node 1875, Score 25, alpha 25, beta 30000
f6d5 node 1876, Score 25, alpha 25, beta 30000
f6g8 node 1877, Score 25, alpha 25, beta 30000
b8c6 node 1878, Score 25, alpha 25, beta 30000
b8a6 node 1879, Score 25, alpha 25, beta 30000
h8g8 node 1880, Score 25, alpha 25, beta 30000
Store pv move d7d5 at 65534
	a2a3 node 1880, Score -25, alpha -30000, beta 0
a7a6 node 1882, Score 0, alpha 0, beta 25
a7a5 node 1883, Score 0, alpha 0, beta 25
b7b6 node 1884, Score 0, alpha 0, beta 25
b7b5 node 1885, Score 0, alpha 0, beta 25
c7c6 node 1886, Score 0, alpha 0, beta 25
c7c5 node 1888, Score 0, alpha 0, beta 25
d7d6 node 1889, Score 15, alpha 0, beta 25
d7d5 node 1890, Score 25, alpha 15, beta 25
	a2a4 node 1890, Score -25, alpha -25, beta 0
a7a6 node 1892, Score 0, alpha 0, beta 25
a7a5 node 1893, Score 0, alpha 0, beta 25
b7b6 node 1894, Score 0, alpha 0, beta 25
b7b5 node 1895, Score 0, alpha 0, beta 25
c7c6 node 1896, Score 0, alpha 0, beta 25
c7c5 node 1898, Score 0, alpha 0, beta 25
d7d6 node 1899, Score 15, alpha 0, beta 25
d7d5 node 1900, Score 25, alpha 15, beta 25
	b2b3 node 1900, Score -25, alpha -25, beta 0
a7a6 node 1902, Score 0, alpha 0, beta 25
a7a5 node 1903, Score 0, alpha 0, beta 25
b7b6 node 1904, Score 0, alpha 0, beta 25
b7b5 node 1905, Score 0, alpha 0, beta 25
c7c6 node 1906, Score 0, alpha 0, beta 25
c7c5 node 1908, Score 0, alpha 0, beta 25
d7d6 node 1909, Score 15, alpha 0, beta 25
d7d5 node 1910, Score 25, alpha 15, beta 25
	b2b4 node 1910, Score -25, alpha -25, beta 0
a7a6 node 1912, Score 0, alpha 0, beta 25
a7a5 node 1913, Score 0, alpha 0, beta 25
b7b6 node 1914, Score 0, alpha 0, beta 25
b7b5 node 1915, Score 0, alpha 0, beta 25
c7c6 node 1916, Score 0, alpha 0, beta 25
c7c5 node 1917, Score 0, alpha 0, beta 25
d7d6 node 1918, Score 5, alpha 0, beta 25
d7d5 node 1919, Score 20, alpha 5, beta 25
e7e6 node 1920, Score 20, alpha 20, beta 25
e7e5 node 1921, Score 20, alpha 20, beta 25
g7g6 node 1922, Score 20, alpha 20, beta 25
g7g5 node 1923, Score 20, alpha 20, beta 25
h7h6 node 1924, Score 20, alpha 20, beta 25
h7h5 node 1925, Score 20, alpha 20, beta 25
f6h5 node 1926, Score 20, alpha 20, beta 25
f6g4 node 1927, Score 20, alpha 20, beta 25
f6e4 node 1928, Score 20, alpha 20, beta 25
f6d5 node 1929, Score 20, alpha 20, beta 25
f6g8 node 1930, Score 20, alpha 20, beta 25
b8c6 node 1931, Score 20, alpha 20, beta 25
b8a6 node 1932, Score 20, alpha 20, beta 25
h8g8 node 1933, Score 20, alpha 20, beta 25
Store pv move d7d5 at 65534
	c2c3 node 1933, Score -20, alpha -25, beta 0
a7a6 node 1935, Score 0, alpha 0, beta 20
a7a5 node 1936, Score 0, alpha 0, beta 20
b7b6 node 1937, Score 0, alpha 0, beta 20
b7b5 node 1938, Score 0, alpha 0, beta 20
c7c6 node 1939, Score 0, alpha 0, beta 20
c7c5 node 1940, Score 0, alpha 0, beta 20
d7d6 node 1941, Score 0, alpha 0, beta 20
d7d5 node 1944, Score 10, alpha 0, beta 20
e7e6 node 1945, Score 10, alpha 10, beta 20
e7e5 node 1946, Score 10, alpha 10, beta 20
g7g6 node 1947, Score 10, alpha 10, beta 20
g7g5 node 1948, Score 10, alpha 10, beta 20
h7h6 node 1949, Score 10, alpha 10, beta 20
h7h5 node 1950, Score 10, alpha 10, beta 20
f6h5 node 1951, Score 10, alpha 10, beta 20
f6g4 node 1952, Score 10, alpha 10, beta 20
f6e4 node 1953, Score 10, alpha 10, beta 20
f6d5 node 1954, Score 10, alpha 10, beta 20
f6g8 node 1955, Score 10, alpha 10, beta 20
b8c6 node 1956, Score 10, alpha 10, beta 20
b8a6 node 1957, Score 10, alpha 10, beta 20
h8g8 node 1958, Score 10, alpha 10, beta 20
Store pv move d7d5 at 65534
	c2c4 node 1958, Score -10, alpha -20, beta 0
a7a6 node 1960, Score 0, alpha 0, beta 10
a7a5 node 1961, Score 0, alpha 0, beta 10
b7b6 node 1962, Score 0, alpha 0, beta 10
b7b5 node 1963, Score 0, alpha 0, beta 10
c7c6 node 1964, Score 0, alpha 0, beta 10
c7c5 node 1965, Score 0, alpha 0, beta 10
d7d6 node 1966, Score 0, alpha 0, beta 10
d7d5 node 1967, Score 5, alpha 0, beta 10
e7e6 node 1968, Score 5, alpha 5, beta 10
e7e5 node 1969, Score 5, alpha 5, beta 10
g7g6 node 1970, Score 5, alpha 5, beta 10
g7g5 node 1971, Score 5, alpha 5, beta 10
h7h6 node 1972, Score 5, alpha 5, beta 10
h7h5 node 1973, Score 5, alpha 5, beta 10
f6h5 node 1974, Score 5, alpha 5, beta 10
f6g4 node 1975, Score 5, alpha 5, beta 10
f6e4 node 1976, Score 5, alpha 5, beta 10
f6d5 node 1977, Score 5, alpha 5, beta 10
f6g8 node 1978, Score 5, alpha 5, beta 10
b8c6 node 1979, Score 5, alpha 5, beta 10
b8a6 node 1980, Score 5, alpha 5, beta 10
h8g8 node 1981, Score 5, alpha 5, beta 10
Store pv move d7d5 at 65534
	e2e3 node 1981, Score -5, alpha -10, beta 0
a7a6 node 1983, Score 0, alpha 0, beta 5
a7a5 node 1984, Score 0, alpha 0, beta 5
b7b6 node 1985, Score 0, alpha 0, beta 5
b7b5 node 1986, Score 0, alpha 0, beta 5
c7c6 node 1987, Score 0, alpha 0, beta 5
c7c5 node 1988, Score 0, alpha 0, beta 5
d7d6 node 1989, Score 0, alpha 0, beta 5
d7d5 node 1990, Score 0, alpha 0, beta 5
e7e6 node 1991, Score 0, alpha 0, beta 5
e7e5 node 1992, Score 0, alpha 0, beta 5
g7g6 node 1993, Score 0, alpha 0, beta 5
g7g5 node 1994, Score 0, alpha 0, beta 5
h7h6 node 1995, Score 0, alpha 0, beta 5
h7h5 node 1996, Score 0, alpha 0, beta 5
f6h5 node 1997, Score 0, alpha 0, beta 5
f6g4 node 1998, Score 0, alpha 0, beta 5
f6e4 node 1999, Score 5, alpha 0, beta 5
	e2e4 node 1999, Score -5, alpha -5, beta 0
a7a6 node 2001, Score 0, alpha 0, beta 5
a7a5 node 2002, Score 0, alpha 0, beta 5
b7b6 node 2003, Score 0, alpha 0, beta 5
b7b5 node 2004, Score 0, alpha 0, beta 5
c7c6 node 2005, Score 0, alpha 0, beta 5
c7c5 node 2006, Score 0, alpha 0, beta 5
d7d6 node 2007, Score 5, alpha 0, beta 5
	f2f3 node 2007, Score -5, alpha -5, beta 0
a7a6 node 2009, Score 0, alpha 0, beta 5
a7a5 node 2010, Score 0, alpha 0, beta 5
b7b6 node 2011, Score 0, alpha 0, beta 5
b7b5 node 2012, Score 0, alpha 0, beta 5
c7c6 node 2013, Score 0, alpha 0, beta 5
c7c5 node 2014, Score 0, alpha 0, beta 5
d7d6 node 2015, Score 0, alpha 0, beta 5
d7d5 node 2016, Score 5, alpha 0, beta 5
	f2f4 node 2016, Score -5, alpha -5, beta 0
a7a6 node 2018, Score 0, alpha 0, beta 5
a7a5 node 2019, Score 0, alpha 0, beta 5
b7b6 node 2020, Score 0, alpha 0, beta 5
b7b5 node 2021, Score 0, alpha 0, beta 5
c7c6 node 2022, Score 0, alpha 0, beta 5
c7c5 node 2024, Score 0, alpha 0, beta 5
d7d6 node 2025, Score 5, alpha 0, beta 5
	g2g3 node 2025, Score -5, alpha -5, beta 0
a7a6 node 2027, Score 0, alpha 0, beta 5
a7a5 node 2028, Score 0, alpha 0, beta 5
b7b6 node 2029, Score 0, alpha 0, beta 5
b7b5 node 2030, Score 0, alpha 0, beta 5
c7c6 node 2031, Score 0, alpha 0, beta 5
c7c5 node 2036, Score 5, alpha 0, beta 5
	g2g4 node 2036, Score -5, alpha -5, beta 0
a7a6 node 2038, Score 0, alpha 0, beta 5
a7a5 node 2039, Score 0, alpha 0, beta 5
b7b6 node 2040, Score 0, alpha 0, beta 5
b7b5 node 2041, Score 0, alpha 0, beta 5
c7c6 node 2042, Score 0, alpha 0, beta 5
c7c5 node 2044, Score 0, alpha 0, beta 5
d7d6 node 2045, Score 5, alpha 0, beta 5
	h2h3 node 2045, Score -5, alpha -5, beta 0
a7a6 node 2047, Score 0, alpha 0, beta 5
a7a5 node 2048, Score 0, alpha 0, beta 5
b7b6 node 2049, Score 0, alpha 0, beta 5
b7b5 node 2050, Score 0, alpha 0, beta 5
c7c6 node 2051, Score 0, alpha 0, beta 5
c7c5 node 2053, Score 0, alpha 0, beta 5
d7d6 node 2054, Score 5, alpha 0, beta 5
	h2h4 node 2054, Score -5, alpha -5, beta 0
a7a6 node 2056, Score 0, alpha 0, beta 5
a7a5 node 2057, Score 0, alpha 0, beta 5
b7b6 node 2058, Score 0, alpha 0, beta 5
b7b5 node 2059, Score 0, alpha 0, beta 5
c7c6 node 2060, Score 0, alpha 0, beta 5
c7c5 node 2066, Score 5, alpha 0, beta 5
	d4d5 node 2066, Score -5, alpha -5, beta 0
a7a6 node 2068, Score 0, alpha 0, beta 5
a7a5 node 2069, Score 0, alpha 0, beta 5
b7b6 node 2070, Score 0, alpha 0, beta 5
b7b5 node 2071, Score 0, alpha 0, beta 5
c7c6 node 2072, Score 0, alpha 0, beta 5
c7c5 node 2073, Score 0, alpha 0, beta 5
d7d6 node 2074, Score 0, alpha 0, beta 5
d7d5 node 2075, Score 5, alpha 0, beta 5
	b1a3 node 2075, Score -5, alpha -5, beta 0
a7a6 node 2077, Score 0, alpha 0, beta 5
a7a5 node 2078, Score 0, alpha 0, beta 5
b7b6 node 2079, Score 0, alpha 0, beta 5
b7b5 node 2080, Score 0, alpha 0, beta 5
c7c6 node 2081, Score 0, alpha 0, beta 5
c7c5 node 2082, Score 0, alpha 0, beta 5
d7d6 node 2083, Score 0, alpha 0, beta 5
d7d5 node 2084, Score 0, alpha 0, beta 5
e7e6 node 2085, Score 0, alpha 0, beta 5
e7e5 node 2086, Score 0, alpha 0, beta 5
g7g6 node 2087, Score 0, alpha 0, beta 5
g7g5 node 2088, Score 0, alpha 0, beta 5
h7h6 node 2089, Score 0, alpha 0, beta 5
h7h5 node 2090, Score 0, alpha 0, beta 5
f6h5 node 2091, Score 0, alpha 0, beta 5
f6g4 node 2092, Score 0, alpha 0, beta 5
f6e4 node 2093, Score 0, alpha 0, beta 5
f6d5 node 2094, Score 0, alpha 0, beta 5
f6g8 node 2095, Score 0, alpha 0, beta 5
b8c6 node 2096, Score 0, alpha 0, beta 5
b8a6 node 2097, Score 0, alpha 0, beta 5
h8g8 node 2098, Score 0, alpha 0, beta 5
	b1c3 node 2098, Score 0, alpha -5, beta 0
		g8f6 node 2098, Score 0, alpha 0, beta 30000
Store pv move d7d5 at 65534

Depth:3 score:0 move:d7d5 nodes:2098 pv d7d5 c1e3 c8e6
a2a3 node 2103, Score -5, alpha -30000, beta 30000
a2a4 node 2104, Score -5, alpha -5, beta 30000
b2b3 node 2105, Score -5, alpha -5, beta 30000
b2b4 node 2106, Score -5, alpha -5, beta 30000
c2c3 node 2107, Score 0, alpha -5, beta 30000
c2c4 node 2109, Score 0, alpha 0, beta 30000
f2f3 node 2110, Score 0, alpha 0, beta 30000
f2f4 node 2111, Score 10, alpha 0, beta 30000
g2g3 node 2112, Score 10, alpha 10, beta 30000
g2g4 node 2113, Score 10, alpha 10, beta 30000
h2h3 node 2114, Score 10, alpha 10, beta 30000
h2h4 node 2115, Score 10, alpha 10, beta 30000
b1a3 node 2116, Score 10, alpha 10, beta 30000
b1c3 node 2117, Score 20, alpha 10, beta 30000
b1d2 node 2118, Score 20, alpha 20, beta 30000
g1f3 node 2119, Score 20, alpha 20, beta 30000
g1h3 node 2120, Score 20, alpha 20, beta 30000
e3d2 node 2121, Score 20, alpha 20, beta 30000
e3c1 node 2122, Score 20, alpha 20, beta 30000
e3f4 node 2123, Score 20, alpha 20, beta 30000
e3g5 node 2124, Score 20, alpha 20, beta 30000
e3h6 node 2125, Score 20, alpha 20, beta 30000
d1c1 node 2126, Score 20, alpha 20, beta 30000
d1d2 node 2127, Score 20, alpha 20, beta 30000
d1d3 node 2128, Score 20, alpha 20, beta 30000
e1d2 node 2129, Score 20, alpha 20, beta 30000
Store pv move b1c3 at 65534
	c8e6 node 2129, Score -20, alpha -30000, beta 30000
a2a3 node 2131, Score 20, alpha -30000, beta 20
	a7a5 node 2131, Score -20, alpha -20, beta 30000
a2a3 node 2133, Score 20, alpha -30000, beta 20
	b7b6 node 2133, Score -20, alpha -20, beta 30000
a2a3 node 2135, Score 20, alpha -30000, beta 20
	b7b5 node 2135, Score -20, alpha -20, beta 30000
a2a3 node 2137, Score 20, alpha -30000, beta 20
	c7c6 node 2137, Score -20, alpha -20, beta 30000
a2a3 node 2142, Score 10, alpha -30000, beta 20
a2a4 node 2143, Score 10, alpha 10, beta 20
b2b3 node 2144, Score 10, alpha 10, beta 20
b2b4 node 2145, Score 10, alpha 10, beta 20
c2c3 node 2148, Score 15, alpha 10, beta 20
c2c4 node 2167, Score 20, alpha 15, beta 20
	c7c5 node 2167, Score -20, alpha -20, beta 30000
a2a3 node 2171, Score 5, alpha -30000, beta 20
a2a4 node 2172, Score 5, alpha 5, beta 20
b2b3 node 2173, Score 5, alpha 5, beta 20
b2b4 node 2174, Score 5, alpha 5, beta 20
c2c3 node 2175, Score 10, alpha 5, beta 20
c2c4 node 2177, Score 10, alpha 10, beta 20
f2f3 node 2178, Score 10, alpha 10, beta 20
f2f4 node 2179, Score 20, alpha 10, beta 20
	e7e6 node 2179, Score -20, alpha -20, beta 30000
a2a3 node 2188, Score -10, alpha -30000, beta 20
a2a4 node 2189, Score -10, alpha -10, beta 20
b2b3 node 2190, Score -10, alpha -10, beta 20
b2b4 node 2191, Score -10, alpha -10, beta 20
c2c3 node 2194, Score -5, alpha -10, beta 20
c2c4 node 2220, Score 5, alpha -5, beta 20
f2f3 node 2221, Score 5, alpha 5, beta 20
f2f4 node 2222, Score 5, alpha 5, beta 20
g2g3 node 2223, Score 5, alpha 5, beta 20
g2g4 node 2224, Score 5, alpha 5, beta 20
h2h3 node 2225, Score 5, alpha 5, beta 20
h2h4 node 2226, Score 5, alpha 5, beta 20
d4e5 node 2227, Score 20, alpha 5, beta 20
	e7e5 node 2227, Score -20, alpha -20, beta 30000
a2a3 node 2229, Score 20, alpha -30000, beta 20
	f7f6 node 2229, Score -20, alpha -20, beta 30000
a2a3 node 2231, Score 10, alpha -30000, beta 20
a2a4 node 2232, Score 10, alpha 10, beta 20
b2b3 node 2233, Score 10, alpha 10, beta 20
b2b4 node 2234, Score 10, alpha 10, beta 20
c2c3 node 2235, Score 15, alpha 10, beta 20
c2c4 node 2237, Score 15, alpha 15, beta 20
f2f3 node 2238, Score 15, alpha 15, beta 20
f2f4 node 2239, Score 20, alpha 15, beta 20
	f7f5 node 2239, Score -20, alpha -20, beta 30000
a2a3 node 2241, Score 20, alpha -30000, beta 20
	g7g6 node 2241, Score -20, alpha -20, beta 30000
